target_id	length	eff_length	est_counts	tpm
ENSMUST00000138267.1|ENSMUSG00000041343.19|OTTMUSG00000029703.2|OTTMUST00000073699.2|Ankrd42-205|Ankrd42|2827|protein_coding|	2827	2625.65	0	0
ENSMUST00000207971.1|ENSMUSG00000041343.19|OTTMUSG00000029703.2|OTTMUST00000146790.1|Ankrd42-209|Ankrd42|1257|retained_intron|	1257	1055.65	0	0
ENSMUST00000207131.1|ENSMUSG00000041343.19|OTTMUSG00000029703.2|OTTMUST00000146791.1|Ankrd42-207|Ankrd42|1220|protein_coding|	1220	1018.65	0	0
ENSMUST00000207151.1|ENSMUSG00000041343.19|OTTMUSG00000029703.2|OTTMUST00000146792.1|Ankrd42-208|Ankrd42|1084|nonsense_mediated_decay|	1084	882.654	0	0
ENSMUST00000195712.1|ENSMUSG00000103887.1|OTTMUSG00000043253.1|OTTMUST00000113508.1|Gm37008-201|Gm37008|319|TEC|	319	126.05	0	0
ENSMUST00000182265.2|ENSMUSG00000098066.2|OTTMUSG00000043395.2|OTTMUST00000113871.2|Gm26944-201|Gm26944|633|lncRNA|	633	431.74	5	0.542324
ENSMUST00000192772.1|ENSMUSG00000102555.1|OTTMUSG00000043256.1|OTTMUST00000113511.1|6430511E19Rik-201|6430511E19Rik|3835|TEC|	3835	3633.65	8	0.1031
ENSMUST00000119954.8|ENSMUSG00000041328.16|OTTMUSG00000029291.2|OTTMUST00000072585.2|Pcf11-201|Pcf11|5995|protein_coding|	5995	5793.65	447.414	3.61633
ENSMUST00000151177.1|ENSMUSG00000041328.16|OTTMUSG00000029291.2|OTTMUST00000072586.1|Pcf11-203|Pcf11|4731|protein_coding|	4731	4529.65	137.459	1.42108
ENSMUST00000148539.1|ENSMUSG00000041328.16|OTTMUSG00000029291.2|OTTMUST00000072587.1|Pcf11-202|Pcf11|534|retained_intron|	534	333.03	16.4635	2.31499
ENSMUST00000208255.1|ENSMUSG00000041328.16|OTTMUSG00000029291.2|OTTMUST00000146793.1|Pcf11-205|Pcf11|1720|protein_coding|	1720	1518.65	52.664	1.62392
ENSMUST00000208058.1|ENSMUSG00000041328.16|OTTMUSG00000029291.2|OTTMUST00000146794.1|Pcf11-204|Pcf11|461|protein_coding|	461	260.855	0	0
ENSMUST00000207640.1|ENSMUSG00000109395.1|OTTMUSG00000059922.1|OTTMUST00000146797.1|Gm45199-201|Gm45199|1507|TEC|	1507	1305.65	0	0
ENSMUST00000182453.1|ENSMUSG00000098041.1|OTTMUSG00000043453.1|OTTMUST00000113966.1|Gm26981-201|Gm26981|3169|lncRNA|	3169	2967.65	3.00009	0.0473404
ENSMUST00000147198.2|ENSMUSG00000074024.5|OTTMUSG00000022520.2|OTTMUST00000053931.2|4632427E13Rik-202|4632427E13Rik|6559|lncRNA|	6559	6357.65	4.62777	0.0340868
ENSMUST00000182578.1|ENSMUSG00000074024.5|OTTMUSG00000022520.2|OTTMUST00000113967.1|4632427E13Rik-204|4632427E13Rik|3832|lncRNA|	3832	3630.65	0.000386949	4.99091e-06
ENSMUST00000098305.3|ENSMUSG00000074024.5|OTTMUSG00000022520.2|-|4632427E13Rik-201|4632427E13Rik|3811|lncRNA|	3811	3609.65	0.818679	0.0106208
ENSMUST00000182408.1|ENSMUSG00000074024.5|OTTMUSG00000022520.2|OTTMUST00000113968.1|4632427E13Rik-203|4632427E13Rik|669|lncRNA|	669	467.695	2.55344	0.255667
ENSMUST00000032879.14|ENSMUSG00000030643.14|OTTMUSG00000022521.2|OTTMUST00000053932.2|Rab30-201|Rab30|9456|protein_coding|	9456	9254.65	99.1742	0.501822
ENSMUST00000208470.1|ENSMUSG00000030643.14|OTTMUSG00000022521.2|OTTMUST00000146798.1|Rab30-204|Rab30|436|processed_transcript|	436	236.383	0	0
ENSMUST00000208945.1|ENSMUSG00000030643.14|OTTMUSG00000022521.2|OTTMUST00000146799.1|Rab30-205|Rab30|437|protein_coding|	437	237.349	0	0
ENSMUST00000107180.7|ENSMUSG00000030643.14|OTTMUSG00000022521.2|OTTMUST00000053933.1|Rab30-203|Rab30|1406|protein_coding|	1406	1204.65	97.736	3.7993
ENSMUST00000107179.1|ENSMUSG00000030643.14|OTTMUSG00000022521.2|OTTMUST00000053934.1|Rab30-202|Rab30|1304|protein_coding|	1304	1102.65	29.1472	1.23785
ENSMUST00000207434.1|ENSMUSG00000109257.1|OTTMUSG00000059923.1|OTTMUST00000146800.1|Gm45200-201|Gm45200|919|TEC|	919	717.654	0	0
ENSMUST00000032877.10|ENSMUSG00000030641.10|OTTMUSG00000059924.1|OTTMUST00000146801.1|Ddias-201|Ddias|3387|protein_coding|	3387	3185.65	7	0.102899
ENSMUST00000208356.1|ENSMUSG00000030641.10|OTTMUSG00000059924.1|OTTMUST00000146802.1|Ddias-203|Ddias|840|protein_coding|	840	638.654	0	0
ENSMUST00000209074.1|ENSMUSG00000030641.10|OTTMUSG00000059924.1|OTTMUST00000146803.1|Ddias-204|Ddias|417|protein_coding|	417	217.955	0	0
ENSMUST00000207931.1|ENSMUSG00000030641.10|OTTMUSG00000059924.1|OTTMUST00000146804.1|Ddias-202|Ddias|434|processed_transcript|	434	234.421	0	0
ENSMUST00000208686.1|ENSMUSG00000061119.7|OTTMUSG00000059925.1|OTTMUST00000146805.1|Prcp-205|Prcp|2093|retained_intron|	2093	1891.65	0	0
ENSMUST00000076052.7|ENSMUSG00000061119.7|OTTMUSG00000059925.1|OTTMUST00000146806.1|Prcp-201|Prcp|2967|protein_coding|	2967	2765.65	182.219	3.08536
ENSMUST00000207992.1|ENSMUSG00000061119.7|OTTMUSG00000059925.1|OTTMUST00000146807.1|Prcp-203|Prcp|687|processed_transcript|	687	485.685	5.3557	0.516384
ENSMUST00000208103.1|ENSMUSG00000061119.7|OTTMUSG00000059925.1|OTTMUST00000146808.1|Prcp-204|Prcp|790|retained_intron|	790	588.654	0	0
ENSMUST00000207594.1|ENSMUSG00000061119.7|OTTMUSG00000059925.1|OTTMUST00000146809.1|Prcp-202|Prcp|2245|protein_coding|	2245	2043.65	62.4257	1.43043
ENSMUST00000208883.1|ENSMUSG00000109268.1|OTTMUSG00000059926.1|OTTMUST00000146811.1|9530078K11Rik-201|9530078K11Rik|694|TEC|	694	492.685	0	0
ENSMUST00000208481.1|ENSMUSG00000108994.1|OTTMUSG00000059836.3|OTTMUST00000146630.2|Gm31663-202|Gm31663|1190|transcribed_unprocessed_pseudogene|	1190	988.654	0	0
ENSMUST00000207656.1|ENSMUSG00000108994.1|OTTMUSG00000059836.3|OTTMUST00000146682.1|Gm31663-201|Gm31663|1524|processed_transcript|	1524	1322.65	0	0
ENSMUST00000181886.1|ENSMUSG00000097644.1|OTTMUSG00000059837.2|OTTMUST00000146683.1|Gm26862-201|Gm26862|2191|lncRNA|	2191	1989.65	0	0
ENSMUST00000098303.1|ENSMUSG00000054061.8|OTTMUSG00000047687.1|OTTMUST00000122882.1|Gm9934-201|Gm9934|2077|lncRNA|	2077	1875.65	0	0
ENSMUST00000191246.1|ENSMUSG00000054061.8|OTTMUSG00000047687.1|OTTMUST00000122883.1|Gm9934-202|Gm9934|1713|lncRNA|	1713	1511.65	0	0
ENSMUST00000051179.9|ENSMUSG00000051515.9|OTTMUSG00000059838.1|OTTMUST00000146632.1|Fam181b-201|Fam181b|2003|protein_coding|	2003	1801.65	3	0.077976
ENSMUST00000158252.1|ENSMUSG00000088877.1|-|-|Gm25860-201|Gm25860|126|snoRNA|	126	37.6448	0	0
ENSMUST00000209049.1|ENSMUSG00000109196.1|OTTMUSG00000059867.1|OTTMUST00000146684.1|Gm44715-201|Gm44715|3839|processed_pseudogene|	3839	3637.65	30.2269	0.38912
ENSMUST00000133910.2|ENSMUSG00000087412.4|OTTMUSG00000022847.3|OTTMUST00000054953.2|Gm15501-201|Gm15501|849|processed_transcript|	849	647.654	0	0
ENSMUST00000140687.1|ENSMUSG00000087412.4|OTTMUSG00000022847.3|OTTMUST00000054920.1|Gm15501-202|Gm15501|625|transcribed_processed_pseudogene|	625	423.749	14.5303	1.60574
ENSMUST00000208462.1|ENSMUSG00000109175.1|OTTMUSG00000059939.1|OTTMUST00000146842.1|Gm44947-201|Gm44947|1981|lncRNA|	1981	1779.65	0	0
ENSMUST00000207475.1|ENSMUSG00000109315.1|OTTMUSG00000059940.1|OTTMUST00000146843.1|Gm45037-201|Gm45037|673|lncRNA|	673	471.695	0	0
ENSMUST00000207537.1|ENSMUSG00000109195.1|OTTMUSG00000059941.1|OTTMUST00000146844.1|Gm45038-201|Gm45038|3838|processed_pseudogene|	3838	3636.65	4.462	0.0574564
ENSMUST00000208293.1|ENSMUSG00000109077.1|OTTMUSG00000059942.1|OTTMUST00000146845.1|Gm8285-201|Gm8285|759|processed_pseudogene|	759	557.654	0	0
ENSMUST00000209181.1|ENSMUSG00000109226.1|OTTMUSG00000059943.1|OTTMUST00000146846.1|Gm45039-201|Gm45039|3477|TEC|	3477	3275.65	2	0.0285919
ENSMUST00000208471.1|ENSMUSG00000109440.1|OTTMUSG00000059330.1|OTTMUST00000145636.1|Bc1-ps1-201|Bc1-ps1|318|scRNA|	318	125.18	0	0
ENSMUST00000238896.1|ENSMUSG00000118493.1|OTTMUSG00000074884.1|OTTMUST00000181816.1|AC107736.1-201|AC107736.1|1011|processed_pseudogene|	1011	809.654	0	0
ENSMUST00000206116.1|ENSMUSG00000108532.1|OTTMUSG00000058035.2|OTTMUST00000142486.1|Gm32647-201|Gm32647|3288|lncRNA|	3288	3086.65	0	0
ENSMUST00000206579.1|ENSMUSG00000108532.1|OTTMUSG00000058035.2|OTTMUST00000142479.1|Gm32647-202|Gm32647|3147|lncRNA|	3147	2945.65	21.0323	0.334361
ENSMUST00000071770.3|ENSMUSG00000096033.2|OTTMUSG00000058039.1|OTTMUST00000142490.1|Gm5899-201|Gm5899|270|processed_pseudogene|	270	84.3285	0	0
ENSMUST00000206678.1|ENSMUSG00000108315.1|OTTMUSG00000058040.1|OTTMUST00000142491.1|Gm44601-201|Gm44601|2720|lncRNA|	2720	2518.65	0	0
ENSMUST00000205948.1|ENSMUSG00000108516.1|OTTMUSG00000058041.1|OTTMUST00000142492.1|Gm44602-201|Gm44602|132|processed_pseudogene|	132	39.6453	0	0
ENSMUST00000205372.1|ENSMUSG00000108433.1|OTTMUSG00000058042.1|OTTMUST00000142493.1|Gm19761-201|Gm19761|391|processed_pseudogene|	391	192.931	0	0
ENSMUST00000122687.1|ENSMUSG00000084636.1|-|-|Gm23884-201|Gm23884|294|misc_RNA|	294	104.388	0	0
ENSMUST00000083941.1|ENSMUSG00000065875.1|-|-|Gm25684-201|Gm25684|107|snRNA|	107	33.1917	0	0
ENSMUST00000206627.1|ENSMUSG00000108786.1|OTTMUSG00000058043.1|OTTMUST00000142494.1|Gm8309-201|Gm8309|1448|processed_pseudogene|	1448	1246.65	0	0
ENSMUST00000206820.1|ENSMUSG00000108429.1|OTTMUSG00000058044.1|OTTMUST00000142495.1|Gm44603-201|Gm44603|367|processed_pseudogene|	367	170.18	0	0
ENSMUST00000205327.1|ENSMUSG00000108628.1|OTTMUSG00000058045.1|OTTMUST00000142496.1|Gm5037-201|Gm5037|618|processed_pseudogene|	618	416.774	0	0
ENSMUST00000107162.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050320.3|Tenm4-201|Tenm4|11021|protein_coding|	11021	10819.7	0	0
ENSMUST00000144263.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050322.1|Tenm4-211|Tenm4|557|retained_intron|	557	355.92	0	0
ENSMUST00000133770.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050349.1|Tenm4-208|Tenm4|507|processed_transcript|	507	306.197	0	0
ENSMUST00000129445.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050321.1|Tenm4-204|Tenm4|2527|retained_intron|	2527	2325.65	0	0
ENSMUST00000138760.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050323.3|Tenm4-209|Tenm4|704|protein_coding|	704	502.665	0	0
ENSMUST00000107166.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050347.2|Tenm4-203|Tenm4|13172|protein_coding|	13172	12970.7	6.49887	0.0234632
ENSMUST00000107165.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050348.2|Tenm4-202|Tenm4|10930|protein_coding|	10930	10728.7	0	0
ENSMUST00000129737.1|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050343.2|Tenm4-205|Tenm4|397|protein_coding|	397	198.661	0	0
ENSMUST00000131541.1|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050350.1|Tenm4-207|Tenm4|3560|retained_intron|	3560	3358.65	0	0
ENSMUST00000140140.1|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050344.2|Tenm4-210|Tenm4|500|protein_coding|	500	299.307	0	0
ENSMUST00000130299.7|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050345.2|Tenm4-206|Tenm4|1367|processed_transcript|	1367	1165.65	0	0
ENSMUST00000147659.1|ENSMUSG00000048078.16|OTTMUSG00000021244.5|OTTMUST00000050346.2|Tenm4-212|Tenm4|1301|retained_intron|	1301	1099.65	0	0
ENSMUST00000205708.1|ENSMUSG00000108528.1|OTTMUSG00000058127.1|OTTMUST00000142755.1|Gm8319-201|Gm8319|641|processed_pseudogene|	641	439.74	1.15946	0.123473
ENSMUST00000102189.1|ENSMUSG00000076143.1|-|-|Mir708-201|Mir708|109|miRNA|	109	33.5794	0	0
ENSMUST00000184738.1|ENSMUSG00000099030.1|-|-|Mir6394-201|Mir6394|99|miRNA|	99	32.3125	0	0
ENSMUST00000137193.1|ENSMUSG00000085751.1|OTTMUSG00000021245.1|OTTMUST00000050324.1|Gm15412-201|Gm15412|1096|lncRNA|	1096	894.654	0	0
ENSMUST00000117302.2|ENSMUSG00000082780.2|OTTMUSG00000021247.2|OTTMUST00000050326.2|Rps11-ps5-201|Rps11-ps5|472|processed_pseudogene|	472	271.661	0	0
ENSMUST00000155217.2|ENSMUSG00000085792.2|OTTMUSG00000058132.1|OTTMUST00000142760.1|Gm15414-201|Gm15414|440|lncRNA|	440	240.301	0	0
ENSMUST00000155101.1|ENSMUSG00000053049.3|OTTMUSG00000021246.1|OTTMUST00000050325.1|Gm15413-201|Gm15413|1935|lncRNA|	1935	1733.65	0	0
ENSMUST00000131080.1|ENSMUSG00000085443.1|OTTMUSG00000021255.1|OTTMUST00000050351.1|Gm15416-201|Gm15416|442|lncRNA|	442	242.243	0	0
ENSMUST00000205925.1|ENSMUSG00000108635.1|OTTMUSG00000058160.1|OTTMUST00000142816.1|Gm44633-201|Gm44633|439|lncRNA|	439	239.325	0	0
ENSMUST00000158634.1|ENSMUSG00000089259.1|-|-|Gm25712-201|Gm25712|93|rRNA|	93	32.0375	0	0
ENSMUST00000136294.2|ENSMUSG00000085560.2|OTTMUSG00000024443.2|OTTMUST00000142824.1|C230038L03Rik-202|C230038L03Rik|1197|lncRNA|	1197	995.654	0.501134	0.0235698
ENSMUST00000149463.2|ENSMUSG00000085560.2|OTTMUSG00000024443.2|OTTMUST00000059932.2|C230038L03Rik-204|C230038L03Rik|425|lncRNA|	425	225.667	0	0
ENSMUST00000129409.1|ENSMUSG00000085560.2|OTTMUSG00000024443.2|OTTMUST00000059931.1|C230038L03Rik-201|C230038L03Rik|2632|lncRNA|	2632	2430.65	0	0
ENSMUST00000137923.1|ENSMUSG00000085560.2|OTTMUSG00000024443.2|OTTMUST00000059930.1|C230038L03Rik-203|C230038L03Rik|2550|lncRNA|	2550	2348.65	1.01551	0.0202478
ENSMUST00000157355.1|ENSMUSG00000087980.1|-|-|Gm22226-201|Gm22226|109|snRNA|	109	33.5794	0	0
ENSMUST00000044466.11|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000059894.2|Nars2-201|Nars2|3778|protein_coding|	3778	3576.65	189.468	2.48067
ENSMUST00000149204.2|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000059898.2|Nars2-204|Nars2|606|processed_transcript|	606	404.807	0	0
ENSMUST00000107159.2|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000059895.1|Nars2-202|Nars2|1777|protein_coding|	1777	1575.65	91.5166	2.71988
ENSMUST00000122835.7|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000059896.2|Nars2-203|Nars2|780|nonsense_mediated_decay|	780	578.654	0	0
ENSMUST00000206109.1|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000142825.1|Nars2-206|Nars2|3266|retained_intron|	3266	3064.65	0	0
ENSMUST00000150681.2|ENSMUSG00000018995.12|OTTMUSG00000024430.2|OTTMUST00000059897.2|Nars2-205|Nars2|623|nonsense_mediated_decay|	623	421.749	0	0
ENSMUST00000004622.6|ENSMUSG00000004508.6|OTTMUSG00000058176.1|OTTMUST00000142867.1|Gab2-201|Gab2|6168|protein_coding|	6168	5966.65	121.569	0.954119
ENSMUST00000206791.1|ENSMUSG00000004508.6|OTTMUSG00000058176.1|OTTMUST00000142868.1|Gab2-202|Gab2|2065|protein_coding|	2065	1863.65	21.4311	0.538506
ENSMUST00000168435.6|ENSMUSG00000035713.15|OTTMUSG00000029537.4|-|Usp35-202|Usp35|3982|protein_coding|	3982	3780.65	24.6609	0.305459
ENSMUST00000139582.8|ENSMUSG00000035713.15|OTTMUSG00000029537.4|OTTMUST00000073210.2|Usp35-201|Usp35|4262|protein_coding|	4262	4060.65	0	0
ENSMUST00000181651.2|ENSMUSG00000035713.15|OTTMUSG00000029537.4|OTTMUST00000112190.2|Usp35-206|Usp35|2659|processed_transcript|	2659	2457.65	5.49407	0.104685
ENSMUST00000181351.7|ENSMUSG00000035713.15|OTTMUSG00000029537.4|OTTMUST00000112191.1|Usp35-204|Usp35|646|retained_intron|	646	444.722	0	0
ENSMUST00000180476.2|ENSMUSG00000035713.15|OTTMUSG00000029537.4|OTTMUST00000112192.1|Usp35-203|Usp35|718|processed_transcript|	718	516.665	2.845	0.25786
ENSMUST00000181354.2|ENSMUSG00000035713.15|OTTMUSG00000029537.4|OTTMUST00000112193.2|Usp35-205|Usp35|1167|retained_intron|	1167	965.654	0	0
ENSMUST00000054107.5|ENSMUSG00000044952.5|OTTMUSG00000029536.1|OTTMUST00000073209.1|Kctd21-201|Kctd21|2966|protein_coding|	2966	2764.65	235	3.9805
ENSMUST00000098300.5|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073211.2|Alg8-201|Alg8|2039|protein_coding|	2039	1837.65	121.181	3.08803
ENSMUST00000147297.7|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073212.1|Alg8-204|Alg8|841|retained_intron|	841	639.654	18.2126	1.33333
ENSMUST00000130111.7|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073213.1|Alg8-202|Alg8|899|processed_transcript|	899	697.654	0	0
ENSMUST00000154107.7|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073214.1|Alg8-206|Alg8|480|processed_transcript|	480	279.545	1.60657	0.269128
ENSMUST00000149031.1|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073215.1|Alg8-205|Alg8|1001|retained_intron|	1001	799.654	0	0
ENSMUST00000137105.2|ENSMUSG00000035704.17|OTTMUSG00000029538.2|OTTMUST00000073216.2|Alg8-203|Alg8|550|retained_intron|	550	348.934	0	0
ENSMUST00000032882.8|ENSMUSG00000030647.8|OTTMUSG00000029541.2|OTTMUST00000073226.1|Ndufc2-201|Ndufc2|683|protein_coding|	683	481.685	1350	131.245
ENSMUST00000149122.1|ENSMUSG00000030647.8|OTTMUSG00000029541.2|OTTMUST00000073227.2|Ndufc2-202|Ndufc2|470|protein_coding|	470	269.711	0	0
ENSMUST00000120511.1|ENSMUSG00000083974.1|OTTMUSG00000029542.1|OTTMUST00000073228.1|Gm16053-201|Gm16053|188|processed_pseudogene|	188	25.824	0	0
ENSMUST00000043077.7|ENSMUSG00000035686.8|OTTMUSG00000026137.2|OTTMUST00000064553.1|Thrsp-201|Thrsp|1277|protein_coding|	1277	1075.65	24805.9	1079.92
ENSMUST00000206613.1|ENSMUSG00000035686.8|OTTMUSG00000026137.2|OTTMUST00000142886.1|Thrsp-202|Thrsp|1400|retained_intron|	1400	1198.65	353.031	13.7921
ENSMUST00000206658.1|ENSMUSG00000051727.14|OTTMUSG00000029543.3|OTTMUST00000073231.2|Kctd14-206|Kctd14|2339|protein_coding|	2339	2137.65	1.00003	0.0219071
ENSMUST00000121987.2|ENSMUSG00000051727.14|OTTMUSG00000029543.3|OTTMUST00000073230.2|Kctd14-202|Kctd14|1210|protein_coding|	1210	1008.65	0	0
ENSMUST00000143321.2|ENSMUSG00000051727.14|OTTMUSG00000029543.3|OTTMUST00000073229.2|Kctd14-203|Kctd14|2340|nonsense_mediated_decay|	2340	2138.65	0	0
ENSMUST00000050732.13|ENSMUSG00000051727.14|OTTMUSG00000029543.3|-|Kctd14-201|Kctd14|2343|protein_coding|	2343	2141.65	0	0
ENSMUST00000205577.1|ENSMUSG00000051727.14|OTTMUSG00000029543.3|-|Kctd14-204|Kctd14|2310|protein_coding|	2310	2108.65	0	0
ENSMUST00000206279.1|ENSMUSG00000051727.14|OTTMUSG00000029543.3|OTTMUST00000073232.3|Kctd14-205|Kctd14|2203|protein_coding|	2203	2001.65	0	0
ENSMUST00000026126.9|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143101.1|Ints4-201|Ints4|3240|protein_coding|	3240	3038.65	557.222	8.58733
ENSMUST00000206644.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143277.1|Ints4-206|Ints4|2179|retained_intron|	2179	1977.65	0	0
ENSMUST00000205481.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143278.1|Ints4-203|Ints4|885|retained_intron|	885	683.654	0	0
ENSMUST00000205876.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143279.1|Ints4-205|Ints4|585|nonsense_mediated_decay|	585	383.838	0	0
ENSMUST00000205387.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143280.1|Ints4-202|Ints4|600|retained_intron|	600	398.807	0	0
ENSMUST00000205706.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143281.1|Ints4-204|Ints4|579|retained_intron|	579	377.854	49.6128	6.14867
ENSMUST00000206843.1|ENSMUSG00000025133.9|OTTMUSG00000058266.2|OTTMUST00000143282.1|Ints4-207|Ints4|3095|retained_intron|	3095	2893.65	1.16503	0.0188538
ENSMUST00000083426.1|ENSMUSG00000065360.1|-|-|Gm24412-201|Gm24412|109|snoRNA|	109	33.5794	0	0
ENSMUST00000178078.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|-|Aamdc-214|Aamdc|723|protein_coding|	723	521.665	0	0
ENSMUST00000042627.15|ENSMUSG00000035642.16|OTTMUSG00000032939.5|-|Aamdc-201|Aamdc|627|protein_coding|	627	425.749	21.3452	2.34778
ENSMUST00000136757.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082112.2|Aamdc-206|Aamdc|789|protein_coding|	789	587.654	36.8735	2.93835
ENSMUST00000072725.11|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082110.2|Aamdc-202|Aamdc|776|protein_coding|	776	574.654	0.23865	0.0194476
ENSMUST00000126085.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082119.1|Aamdc-204|Aamdc|949|nonsense_mediated_decay|	949	747.654	0	0
ENSMUST00000154853.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082108.1|Aamdc-213|Aamdc|883|protein_coding|	883	681.654	226.112	15.5336
ENSMUST00000140805.1|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082114.1|Aamdc-208|Aamdc|516|processed_transcript|	516	315.153	0	0
ENSMUST00000124552.2|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082113.3|Aamdc-203|Aamdc|618|protein_coding|	618	416.774	0	0
ENSMUST00000144858.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082111.1|Aamdc-209|Aamdc|380|protein_coding|	380	182.447	2.50942	0.644092
ENSMUST00000138060.2|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082109.2|Aamdc-207|Aamdc|467|protein_coding|	467	266.732	47.252	8.29575
ENSMUST00000154779.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082116.1|Aamdc-212|Aamdc|709|nonsense_mediated_decay|	709	507.665	63.8087	5.88591
ENSMUST00000146605.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082115.1|Aamdc-210|Aamdc|642|protein_coding|	642	440.722	0	0
ENSMUST00000135998.7|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082117.1|Aamdc-205|Aamdc|651|protein_coding|	651	449.722	0	0
ENSMUST00000151840.1|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000082118.1|Aamdc-211|Aamdc|483|protein_coding|	483	282.511	2.86006	0.47408
ENSMUST00000205430.1|ENSMUSG00000035642.16|OTTMUSG00000032939.5|OTTMUST00000143501.1|Aamdc-215|Aamdc|2328|retained_intron|	2328	2126.65	0	0
ENSMUST00000205536.1|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000143676.1|Rsf1-207|Rsf1|3085|retained_intron|	3085	2883.65	4.13111	0.0670864
ENSMUST00000156060.7|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041879.1|Rsf1-206|Rsf1|5695|retained_intron|	5695	5493.65	106.347	0.906516
ENSMUST00000107153.2|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041878.2|Rsf1-201|Rsf1|11124|protein_coding|	11124	10922.7	267.415	1.14648
ENSMUST00000127891.2|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041881.2|Rsf1-203|Rsf1|754|nonsense_mediated_decay|	754	552.654	0	0
ENSMUST00000206866.1|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000143677.1|Rsf1-208|Rsf1|3635|retained_intron|	3635	3433.65	2.00024	0.0272796
ENSMUST00000123731.7|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041880.2|Rsf1-202|Rsf1|2493|nonsense_mediated_decay|	2493	2291.65	153.345	3.13351
ENSMUST00000150288.6|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041883.1|Rsf1-205|Rsf1|542|retained_intron|	542	340.983	0	0
ENSMUST00000135270.2|ENSMUSG00000035623.14|OTTMUSG00000017281.3|OTTMUST00000041882.2|Rsf1-204|Rsf1|764|nonsense_mediated_decay|	764	562.654	0	0
ENSMUST00000206623.1|ENSMUSG00000108405.1|OTTMUSG00000058508.1|OTTMUST00000143678.1|Ywhaq-ps1-201|Ywhaq-ps1|710|processed_pseudogene|	710	508.665	0	0
ENSMUST00000205636.1|ENSMUSG00000108442.1|OTTMUSG00000058509.1|OTTMUST00000143679.1|Rpl15-ps5-201|Rpl15-ps5|605|processed_pseudogene|	605	403.807	0	0
ENSMUST00000126902.1|ENSMUSG00000086433.1|OTTMUSG00000017282.1|OTTMUST00000041884.1|Rsf1os1-201|Rsf1os1|324|lncRNA|	324	130.515	0	0
